,Pt_No,latitude,longitude,time,speed
0,1,-35.361076683564434,149.16571481378568,0,5
1,2,-35.36103983099007,149.1659302260784,4,5
2,3,-35.36100298156681,149.16614563907666,8,5
3,4,-35.360966135375165,149.16636105280097,12,5
4,5,-35.36092929249937,149.16657646727276,16,5
5,6,-35.360892453027716,149.16679188251445,20,5
6,7,-35.36085561705282,149.16700729854955,24,5
7,8,-35.360818784671956,149.16722271540277,28,5
8,9,-35.36078195598738,149.16743813310012,32,5
9,10,-35.36074513110678,149.1676535516689,36,5
10,11,-35.36070831014368,149.16786897113795,40,5
11,12,-35.36067149321792,149.16808439153772,44,5
12,13,-35.360634680456265,149.1682998129003,48,5
13,14,-35.36059787199294,149.1685152352599,52,5
14,15,-35.36056106797035,149.1687306586525,56,5
15,16,-35.36052426853987,149.16894608311662,60,5
16,17,-35.36048747386268,149.16916150869312,64,5
17,18,-35.360450684110795,149.16937693542562,68,5
18,19,-35.360413899468114,149.16959236336075,72,5
19,20,-35.36037712013182,149.16980779254854,76,5
20,21,-35.36034034631377,149.17002322304265,80,5
21,22,-35.36030357824224,149.17023865490097,84,5
22,23,-35.360266816163914,149.17045408818603,88,5
23,24,-35.360230060346204,149.17066952296554,92,5
24,25,-35.360193311079954,149.1708849593132,96,5
25,26,-35.360156568682704,149.17110039730943,100,5
26,27,-35.3601198335025,149.17131583704233,104,5
27,28,-35.36008310592258,149.1715312786089,108,5
28,29,-35.360046386366925,149.17174672211652,112,5
29,30,-35.360009675307154,149.17196216768443,116,5
30,31,-35.359972973271105,149.17217761544617,120,5
31,32,-35.3599362808534,149.1723930655521,124,5
32,33,-35.359899598729065,149.17260851817286,128,5
33,34,-35.3598629276711,149.17282397350382,132,5
34,35,-35.359826268573364,149.17303943177077,136,5
35,36,-35.359789622481415,149.17325489323775,140,5
36,37,-35.35975299063474,149.17347035821763,144,5
37,38,-35.3597163745263,149.17368582708707,148,5
38,39,-35.35967977598915,149.1739013003084,152,5
39,40,-35.359643197327756,149.17411677846243,156,5
40,41,-35.359606641526845,149.17433226230108,160,5
41,42,-35.3595701126052,149.17454775283596,164,5
42,43,-35.35953361626623,149.1747632515016,168,5
43,44,-35.35949716123968,149.17497876049148,172,5
44,45,-35.35946076256475,149.17519428357954,176,5
