,Pt_No,latitude,longitude,time,speed
0,1,-35.36152664746987,149.16608102546138,0,5
1,2,-35.36148979489827,149.16629643758765,4,5
2,3,-35.36145294547776,149.1665118504195,8,5
3,4,-35.36141609928887,149.16672726397744,12,5
4,5,-35.36137925641583,149.16694267828285,16,5
5,6,-35.36134241694694,149.16715809335815,20,5
6,7,-35.3613055809748,149.16737350922693,24,5
7,8,-35.3612687485967,149.1675889259138,28,5
8,9,-35.36123191991488,149.16780434344486,32,5
9,10,-35.36119509503703,149.16801976184732,36,5
10,11,-35.361158274076686,149.1682351811501,40,5
11,12,-35.361121457153686,149.16845060138357,44,5
12,13,-35.361084644394786,149.16866602257994,48,5
13,14,-35.361047835934215,149.1688814447733,52,5
14,15,-35.36101103191438,149.1690968679997,56,5
15,16,-35.36097423248666,149.16931229229766,60,5
16,17,-35.36093743781223,149.16952771770798,64,5
17,18,-35.36090064806309,149.16974314427435,68,5
18,19,-35.36086386342317,149.16995857204336,72,5
19,20,-35.36082708408962,149.17017400106505,76,5
20,21,-35.36079031027433,149.1703894313931,80,5
21,22,-35.36075354220554,149.1706048630854,84,5
22,23,-35.36071678012997,149.17082029620443,88,5
23,24,-35.360680024315016,149.17103573081798,92,5
24,25,-35.36064327505153,149.17125116699967,96,5
25,26,-35.36060653265702,149.17146660482996,100,5
26,27,-35.36056979747957,149.17168204439696,104,5
27,28,-35.360533069902395,149.17189748579773,108,5
28,29,-35.360496350349486,149.1721129291395,112,5
29,30,-35.360459639292465,149.17232837454162,116,5
30,31,-35.360422937259166,149.17254382213764,120,5
31,32,-35.36038624484419,149.17275927207788,124,5
32,33,-35.36034956272262,149.17297472453302,128,5
33,34,-35.360312891667405,149.17319017969837,132,5
34,35,-35.36027623257241,149.17340563779976,136,5
35,36,-35.360239586483196,149.17362109910124,140,5
36,37,-35.36020295463928,149.1738365639157,144,5
37,38,-35.360166338533574,149.17405203261978,148,5
38,39,-35.36012973999916,149.17426750567586,152,5
39,40,-35.36009316134049,149.17448298366475,156,5
40,41,-35.36005660554232,149.1746984673383,160,5
41,42,-35.360020076623414,149.17491395770824,164,5
42,43,-35.35998358028718,149.17512945620905,168,5
43,44,-35.35994712526337,149.1753449650343,172,5
44,45,-35.35991072659116,149.17556048795802,176,5
