,Pt_No,latitude,longitude,time,speed
0,1,-35.36220159118427,149.1666303505947,0,5
1,2,-35.362164738616805,149.1668457624713,4,5
2,3,-35.36212788920045,149.16706117505353,8,5
3,4,-35.36209104301569,149.16727658836183,12,5
4,5,-35.362054200146794,149.16749200241765,16,5
5,6,-35.362017360682046,149.1677074172434,20,5
6,7,-35.36198052471404,149.16792283286262,24,5
7,8,-35.36194369234007,149.1681382493,28,5
8,9,-35.361906863662384,149.16835366658157,32,5
9,10,-35.36187003878869,149.16856908473457,36,5
10,11,-35.36183321783247,149.1687845037879,40,5
11,12,-35.36179640091361,149.16899992377196,44,5
12,13,-35.36175958815886,149.16921534471896,48,5
13,14,-35.36172277970241,149.16943076666294,52,5
14,15,-35.36168597568671,149.16964618964008,56,5
15,16,-35.36164917626313,149.1698616136887,60,5
16,17,-35.361612381592835,149.1700770388498,64,5
17,18,-35.36157559184782,149.1702924651669,68,5
18,19,-35.36153880721204,149.17050789268677,72,5
19,20,-35.361502027882636,149.1707233214593,76,5
20,21,-35.361465254071476,149.17093875153824,80,5
21,22,-35.361428486006815,149.17115418298147,84,5
22,23,-35.361391723935384,149.17136961585146,88,5
23,24,-35.36135496812455,149.171585050216,92,5
24,25,-35.361318218865186,149.17180048614878,96,5
25,26,-35.361281476474815,149.17201592373019,100,5
26,27,-35.36124474130149,149.17223136304833,104,5
27,28,-35.36120801372846,149.1724468042003,108,5
28,29,-35.36117129417967,149.17266224729332,112,5
29,30,-35.36113458312678,149.17287769244678,116,5
30,31,-35.36109788109759,149.17309313979416,120,5
31,32,-35.36106118868674,149.17330858948583,124,5
32,33,-35.36102450656929,149.1735240416925,128,5
33,34,-35.360987835518195,149.17373949660944,132,5
34,35,-35.36095117642732,149.17395495446252,136,5
35,36,-35.36091453034223,149.17417041551576,140,5
36,37,-35.360877898502416,149.17438588008207,144,5
37,38,-35.360841282400834,149.17460134853812,148,5
38,39,-35.36080468387053,149.17481682134627,152,5
39,40,-35.360768105215975,149.17503229908738,156,5
40,41,-35.360731549421914,149.1752477825133,160,5
41,42,-35.36069502050711,149.1754632726358,164,5
42,43,-35.36065852417499,149.1756787708894,168,5
43,44,-35.36062206915525,149.1758942794677,172,5
44,45,-35.36058567048713,149.17610980214485,176,5
