,Pt_No,latitude,longitude,time,speed
0,1,-35.361151677628065,149.16577584878277,0,5
1,2,-35.36111482505418,149.1659912610477,4,5
2,3,-35.361077975631375,149.16620667401827,8,5
3,4,-35.36104112944018,149.16642208771484,12,5
4,5,-35.36100428656484,149.1666375021589,16,5
5,6,-35.36096744709364,149.16685291737286,20,5
6,7,-35.360930611119215,149.16706833338023,24,5
7,8,-35.36089377873881,149.16728375020574,28,5
8,9,-35.36085695005469,149.16749916787538,32,5
9,10,-35.36082012517455,149.16771458641645,36,5
10,11,-35.36078330421191,149.16793000585776,40,5
11,12,-35.36074648728661,149.1681454262298,44,5
12,13,-35.360709674525424,149.1683608475647,48,5
13,14,-35.360672866062544,149.16857626989656,52,5
14,15,-35.36063606204041,149.1687916932615,56,5
15,16,-35.3605992626104,149.16900711769793,60,5
16,17,-35.36056246793367,149.16922254324675,64,5
17,18,-35.36052567818224,149.16943796995153,68,5
18,19,-35.36048889354002,149.16965339785898,72,5
19,20,-35.36045211420419,149.1698688270191,76,5
20,21,-35.3604153403866,149.17008425748554,80,5
21,22,-35.36037857231552,149.17029968931618,84,5
22,23,-35.36034181023766,149.17051512257356,88,5
23,24,-35.3603050544204,149.1707305573254,92,5
24,25,-35.36026830515461,149.17094599364543,96,5
25,26,-35.36023156275782,149.171161431614,100,5
26,27,-35.36019482757808,149.17137687131924,104,5
27,28,-35.360158099998614,149.1715923128582,108,5
28,29,-35.36012138044341,149.17180775633815,112,5
29,30,-35.36008466938411,149.17202320187843,116,5
30,31,-35.36004796734851,149.17223864961255,120,5
31,32,-35.36001127493125,149.17245409969087,124,5
32,33,-35.35997459280738,149.17266955228405,128,5
33,34,-35.35993792174988,149.17288500758738,132,5
34,35,-35.35990126265259,149.17310046582676,136,5
35,36,-35.359864616561104,149.17331592726615,140,5
36,37,-35.35982798471488,149.17353139221845,144,5
37,38,-35.35979136860691,149.17374686106032,148,5
38,39,-35.35975477007021,149.1739623342541,152,5
39,40,-35.35971819140926,149.17417781238063,156,5
40,41,-35.359681635608815,149.17439329619177,160,5
41,42,-35.35964510668763,149.17460878669917,164,5
42,43,-35.35960861034911,149.17482428533734,168,5
43,44,-35.35957215532302,149.17503979429975,172,5
44,45,-35.35953575664854,149.17525531736047,176,5
