,Pt_No,latitude,longitude,time,speed
0,1,-35.362351578327,149.1667524240883,0,5
1,2,-35.362314725760456,149.16696783590942,4,5
2,3,-35.36227787634502,149.16718324843617,8,5
3,4,-35.36224103016118,149.16739866168902,12,5
4,5,-35.3622041872932,149.16761407568936,16,5
5,6,-35.36216734782937,149.16782949045967,20,5
6,7,-35.3621305118623,149.16804490602343,24,5
7,8,-35.36209367948924,149.16826032240536,28,5
8,9,-35.36205685081248,149.16847573963145,32,5
9,10,-35.3620200259397,149.16869115772903,36,5
10,11,-35.361983204984405,149.16890657672693,40,5
11,12,-35.361946388066464,149.16912199665558,44,5
12,13,-35.36190957531262,149.16933741754715,48,5
13,14,-35.361872766857104,149.1695528394357,52,5
14,15,-35.36183596284233,149.16976826235742,56,5
15,16,-35.36179916341966,149.1699836863507,60,5
16,17,-35.361762368750284,149.17019911145636,64,5
17,18,-35.3617255790062,149.1704145377181,68,5
18,19,-35.361688794371325,149.17062996518257,72,5
19,20,-35.36165201504284,149.17084539389975,76,5
20,21,-35.3616152412326,149.17106082392334,80,5
21,22,-35.36157847316887,149.1712762553112,84,5
22,23,-35.36154171109834,149.17149168812585,88,5
23,24,-35.36150495528843,149.17170712243507,92,5
24,25,-35.36146820602998,149.1719225583125,96,5
25,26,-35.36143146364053,149.1721379958386,100,5
26,27,-35.36139472846813,149.17235343510146,104,5
27,28,-35.361358000896,149.1725688761981,108,5
28,29,-35.36132128134813,149.1727843192359,112,5
29,30,-35.36128457029616,149.17299976433407,116,5
30,31,-35.361247868267895,149.1732152116262,120,5
31,32,-35.36121117585796,149.17343066126264,124,5
32,33,-35.36117449374142,149.17364611341407,128,5
33,34,-35.36113782269124,149.1738615682758,132,5
34,35,-35.36110116360128,149.1740770260737,136,5
35,36,-35.361064517517114,149.17429248707177,140,5
36,37,-35.36102788567821,149.17450795158294,144,5
37,38,-35.36099126957755,149.17472341998388,148,5
38,39,-35.360954671048155,149.17493889273692,152,5
39,40,-35.36091809239452,149.17515437042294,156,5
40,41,-35.36088153660137,149.17536985379388,160,5
41,42,-35.36084500768749,149.17558534386137,164,5
42,43,-35.36080851135627,149.17580084206003,168,5
43,44,-35.36077205633746,149.17601635058347,172,5
44,45,-35.36073565767024,149.17623187320584,176,5
