,Pt_No,latitude,longitude,time,speed
0,1,-35.36242657185071,149.1668134610044,0,5
1,2,-35.362389719284636,149.1670288727978,4,5
2,3,-35.36235286986966,149.16724428529685,8,5
3,4,-35.362316023686276,149.16745969852195,12,5
4,5,-35.36227918081876,149.16767511249455,16,5
5,6,-35.3622423413554,149.16789052723712,20,5
6,7,-35.36220550538878,149.16810594277314,24,5
7,8,-35.36216867301619,149.16832135912736,28,5
8,9,-35.36213184433987,149.16853677632574,32,5
9,10,-35.36209501946755,149.16875219439558,36,5
10,11,-35.36205819851273,149.16896761336577,40,5
11,12,-35.362021381595255,149.1691830332667,44,5
12,13,-35.361984568841876,149.16939845413057,48,5
13,14,-35.36194776038681,149.16961387599144,52,5
14,15,-35.36191095637249,149.16982929888545,56,5
15,16,-35.361874156950286,149.170044722851,60,5
16,17,-35.36183736228138,149.17026014792899,64,5
17,18,-35.361800572537746,149.17047557416302,68,5
18,19,-35.36176378790334,149.1706910015998,72,5
19,20,-35.36172700857531,149.17090643028928,76,5
20,21,-35.36169023476552,149.17112186028518,80,5
21,22,-35.36165346670224,149.1713372916454,84,5
22,23,-35.361616704632176,149.1715527244324,88,5
23,24,-35.36157994882274,149.17176815871392,92,5
24,25,-35.36154319956474,149.1719835945637,96,5
25,26,-35.36150645717574,149.17219903206214,100,5
26,27,-35.3614697220038,149.17241447129734,104,5
27,28,-35.36143299443214,149.17262991236635,108,5
28,29,-35.36139627488473,149.17284535537647,112,5
29,30,-35.36135956383322,149.17306080044702,116,5
30,31,-35.3613228618054,149.17327624771153,120,5
31,32,-35.36128616939593,149.17349169732034,124,5
32,33,-35.36124948727985,149.17370714944417,128,5
33,34,-35.361212816230136,149.17392260427832,132,5
34,35,-35.36117615714063,149.1741380620486,136,5
35,36,-35.36113951105691,149.1743535230191,140,5
36,37,-35.36110287921847,149.1745689875027,144,5
37,38,-35.361066263118275,149.17478445587608,148,5
38,39,-35.36102966458934,149.17499992860158,152,5
39,40,-35.36099308593615,149.17521540626007,156,5
40,41,-35.360956530143454,149.17543088960346,160,5
41,42,-35.36092000123003,149.17564637964347,164,5
42,43,-35.36088350489926,149.17586187781467,168,5
43,44,-35.3608470498809,149.17607738631065,172,5
44,45,-35.36081065121416,149.17629290890562,176,5
