,Pt_No,latitude,longitude,time,speed
0,1,-35.36227658477151,149.16669138728503,0,5
1,2,-35.362239732204515,149.1669067991339,4,5
2,3,-35.36220288278861,149.1671222116884,8,5
3,4,-35.36216603660433,149.16733762496898,12,5
4,5,-35.36212919373588,149.16755303899706,16,5
5,6,-35.36209235427159,149.16776845379508,20,5
6,7,-35.362055518304054,149.16798386938657,24,5
7,8,-35.362018685930536,149.16819928579625,28,5
8,9,-35.36198185725331,149.16841470305005,32,5
9,10,-35.36194503238007,149.16863012117534,36,5
10,11,-35.36190821142432,149.16884554020098,40,5
11,12,-35.36187139450592,149.16906096015734,44,5
12,13,-35.36183458175162,149.1692763810766,48,5
13,14,-35.36179777329564,149.1694918029929,52,5
14,15,-35.361760969280404,149.1697072259423,56,5
15,16,-35.36172416985727,149.16992264996324,60,5
16,17,-35.361687375187444,149.17013807509665,64,5
17,18,-35.361650585442895,149.17035350138607,68,5
18,19,-35.36161380080757,149.17056892887823,72,5
19,20,-35.36157702147862,149.17078435762306,76,5
20,21,-35.36154024766792,149.17099978767433,80,5
21,22,-35.36150347960371,149.17121521908987,84,5
22,23,-35.36146671753274,149.1714306519322,88,5
23,24,-35.36142996172237,149.1716460862691,92,5
24,25,-35.36139321246346,149.1718615221742,96,5
25,26,-35.36135647007355,149.17207695972795,100,5
26,27,-35.36131973490068,149.17229239901846,104,5
27,28,-35.361283007328105,149.17250784014277,108,5
28,29,-35.36124628777977,149.17272328320817,112,5
29,30,-35.36120957672735,149.17293872833397,116,5
30,31,-35.361172874698624,149.17315417565374,120,5
31,32,-35.361136182288234,149.1733696253178,124,5
32,33,-35.36109950017123,149.17358507749685,128,5
33,34,-35.3610628291206,149.17380053238617,132,5
34,35,-35.36102617003018,149.17401599021164,136,5
35,36,-35.360989523945555,149.17423145123732,140,5
36,37,-35.36095289210619,149.17444691577606,144,5
37,38,-35.36091627600507,149.17466238420457,148,5
38,39,-35.36087967747522,149.17487785698515,152,5
39,40,-35.36084309882113,149.17509333469872,156,5
40,41,-35.36080654302752,149.17530881809714,160,5
41,42,-35.36077001411318,149.17552430819214,164,5
42,43,-35.3607335177815,149.17573980641828,168,5
43,44,-35.360697062762235,149.17595531496914,172,5
44,45,-35.36066066409457,149.1761708376189,176,5
