,Pt_No,latitude,longitude,time,speed
0,1,-35.3625257148052,149.16479494544618,0,5
1,2,-35.36248886223969,149.16501035815682,4,5
2,3,-35.36245201282526,149.16522577157303,8,5
3,4,-35.36241516664244,149.16544118571522,12,5
4,5,-35.36237832377548,149.16565660060485,16,5
5,6,-35.362341484312665,149.16587201626436,20,5
6,7,-35.3623046483466,149.16608743271723,24,5
7,8,-35.362267815974576,149.1663028499882,28,5
8,9,-35.362230987298815,149.16651826810323,32,5
9,10,-35.362194162427045,149.16673368708965,36,5
10,11,-35.36215734147277,149.1669491069763,40,5
11,12,-35.362120524555856,149.16716452779357,44,5
12,13,-35.36208371180302,149.1673799495737,48,5
13,14,-35.36204690334852,149.1675953723507,52,5
14,15,-35.36201009933476,149.16781079616075,56,5
15,16,-35.361973299913096,149.1680262210422,60,5
16,17,-35.361936505244735,149.168241647036,64,5
17,18,-35.36189971550167,149.1684570741857,68,5
18,19,-35.36186293086781,149.16867250253804,72,5
19,20,-35.36182615154034,149.16888793214292,76,5
20,21,-35.36178937773111,149.16910336305412,80,5
21,22,-35.361752609668386,149.16931879532942,84,5
22,23,-35.36171584759887,149.1695342290314,88,5
23,24,-35.36167909178998,149.16974966422777,92,5
24,25,-35.36164234253255,149.1699651009922,96,5
25,26,-35.361605600144095,149.1701805394051,100,5
26,27,-35.3615688649727,149.1703959795546,104,5
27,28,-35.3615321374016,149.17061142153773,108,5
28,29,-35.36149541785475,149.17082686546178,112,5
29,30,-35.36145870680378,149.171042311446,116,5
30,31,-35.361422004776536,149.17125775962398,120,5
31,32,-35.36138531236762,149.17147321014605,124,5
32,33,-35.361348630252074,149.17168866318283,128,5
33,34,-35.36131195920292,149.17190411892966,132,5
34,35,-35.361275300113974,149.17211957761234,136,5
35,36,-35.3612386540308,149.1723350394949,140,5
36,37,-35.36120202219292,149.1725505048902,144,5
37,38,-35.361165406093264,149.1727659741749,148,5
38,39,-35.361128807564874,149.17298144781128,152,5
39,40,-35.36109222891224,149.17319692638017,156,5
40,41,-35.361055673120106,149.17341241063338,160,5
41,42,-35.361019144207226,149.1736279015825,164,5
42,43,-35.36098264787701,149.17384340066204,168,5
43,44,-35.3609461928592,149.17405891006533,172,5
44,45,-35.36090979419299,149.17427443356618,176,5
