,Pt_No,latitude,longitude,time,speed
0,1,-35.36232186855821,149.16368247387103,0,5
1,2,-35.36228501599143,149.16389788708722,4,5
2,3,-35.36224816657575,149.16411330100894,8,5
3,4,-35.36221132039168,149.16432871565658,12,5
4,5,-35.36217447752346,149.16454413105163,16,5
5,6,-35.3621376380594,149.16475954721645,20,5
6,7,-35.36210080209208,149.16497496417463,24,5
7,8,-35.36206396971878,149.16519038195088,28,5
8,9,-35.36202714104179,149.1654058005711,32,5
9,10,-35.36199031616878,149.16562122006266,36,5
10,11,-35.36195349521324,149.16583664045442,40,5
11,12,-35.361916678295074,149.16605206177675,44,5
12,13,-35.361879865540985,149.16626748406182,48,5
13,14,-35.36184305708523,149.16648290734378,52,5
14,15,-35.361806253070206,149.16669833165867,56,5
15,16,-35.36176945364731,149.16691375704494,60,5
16,17,-35.3617326589777,149.16712918354344,64,5
17,18,-35.361695869233365,149.16734461119782,68,5
18,19,-35.36165908459826,149.16756004005475,72,5
19,20,-35.36162230526955,149.16777547016414,76,5
20,21,-35.36158553145906,149.16799090157977,80,5
21,22,-35.36154876339509,149.16820633435944,84,5
22,23,-35.36151200132433,149.16842176856568,88,5
23,24,-35.36147524551418,149.16863720426625,92,5
24,25,-35.361438496255495,149.16885264153478,96,5
25,26,-35.3614017538658,149.1690680804517,100,5
26,27,-35.36136501869316,149.16928352110511,104,5
27,28,-35.3613282911208,149.16949896359205,108,5
28,29,-35.36129157157269,149.16971440801976,112,5
29,30,-35.361254860520475,149.16992985450756,116,5
30,31,-35.36121815849198,149.17014530318897,120,5
31,32,-35.36118146608181,149.17036075421436,124,5
32,33,-35.36114478396503,149.17057620775432,128,5
33,34,-35.361108112914614,149.17079166400416,132,5
34,35,-35.36107145382443,149.1710071231897,136,5
35,36,-35.36103480774001,149.17122258557495,140,5
36,37,-35.360998175900875,149.17143805147273,144,5
37,38,-35.36096155979999,149.17165352125969,148,5
38,39,-35.36092496127035,149.17186899539809,152,5
39,40,-35.36088838261647,149.1720844744687,156,5
40,41,-35.360851826823094,149.17229995922335,160,5
41,42,-35.360815297908964,149.17251545067356,164,5
42,43,-35.36077880157751,149.17273095025368,168,5
43,44,-35.36074234655846,149.17294646015702,172,5
44,45,-35.36070594789101,149.17316198415716,176,5
