,Pt_No,latitude,longitude,time,speed
0,1,-35.36062671851571,149.16534860617372,0,5
1,2,-35.36058986593859,149.16556401863284,4,5
2,3,-35.36055301651258,149.16577943179752,8,5
3,4,-35.360516170318164,149.16599484568823,12,5
4,5,-35.36047932743961,149.16621026032638,16,5
5,6,-35.3604424879652,149.16642567573442,20,5
6,7,-35.360405651987556,149.16664109193587,24,5
7,8,-35.360368819603934,149.16685650895542,28,5
8,9,-35.3603319909166,149.1670719268191,32,5
9,10,-35.36029516603324,149.16728734555417,36,5
10,11,-35.360258345067386,149.16750276518948,40,5
11,12,-35.36022152813887,149.1677181857555,44,5
12,13,-35.36018471537447,149.1679336072843,48,5
13,14,-35.36014790690838,149.1681490298101,52,5
14,15,-35.36011110288303,149.16836445336895,56,5
15,16,-35.3600743034498,149.16857987799924,60,5
16,17,-35.360037508769864,149.1687953037419,64,5
17,18,-35.360000719015225,149.1690107306405,68,5
18,19,-35.35996393436979,149.16922615874176,72,5
19,20,-35.35992715503075,149.1694415880956,76,5
20,21,-35.35989038120995,149.1696570187558,80,5
21,22,-35.359853613135655,149.16987245078013,84,5
22,23,-35.35981685105459,149.17008788423118,88,5
23,24,-35.35978009523412,149.1703033191767,92,5
24,25,-35.35974334596513,149.1705187556903,96,5
25,26,-35.35970660356513,149.17073419385244,100,5
26,27,-35.35966986838218,149.1709496337512,104,5
27,28,-35.35963314079952,149.17116507548366,108,5
28,29,-35.3595964212411,149.17138051915705,112,5
29,30,-35.3595597101786,149.17159596489074,116,5
30,31,-35.3595230081398,149.17181141281822,120,5
31,32,-35.35948631571933,149.17202686308983,124,5
32,33,-35.35944963359226,149.17224231587625,128,5
33,34,-35.35941296253156,149.1724577713728,132,5
34,35,-35.359376303431084,149.17267322980527,136,5
35,36,-35.359339657336385,149.17288869143772,140,5
36,37,-35.359303025486966,149.173104156583,144,5
37,38,-35.3592664093758,149.17331962561778,148,5
38,39,-35.359229810835906,149.17353509900437,152,5
39,40,-35.35919323217176,149.1737505773236,156,5
40,41,-35.35915667636812,149.17396606132732,160,5
41,42,-35.35912014744375,149.17418155202714,164,5
42,43,-35.35908365110205,149.17439705085755,168,5
43,44,-35.359047196072765,149.17461256001206,172,5
44,45,-35.35901079739511,149.1748280832645,176,5
