,Pt_No,latitude,longitude,time,speed
0,1,-35.36244663100791,149.1647422110434,0,5
1,2,-35.36240977844191,149.164957623778,4,5
2,3,-35.362372929026996,149.16517303721818,8,5
3,4,-35.3623360828437,149.16538845138433,12,5
4,5,-35.362299239976245,149.16560386629794,16,5
5,6,-35.36226240051295,149.16581928198138,20,5
6,7,-35.36222556454641,149.16603469845822,24,5
7,8,-35.36218873217388,149.16625011575312,28,5
8,9,-35.362151903497654,149.1664655338921,32,5
9,10,-35.3621150786254,149.16668095290248,36,5
10,11,-35.36207825767064,149.16689637281306,40,5
11,12,-35.36204144075323,149.1671117936543,44,5
12,13,-35.36200462799992,149.16732721545836,48,5
13,14,-35.361967819544944,149.1675426382593,52,5
14,15,-35.36193101553069,149.16775806209327,56,5
15,16,-35.36189421610855,149.16797348699868,60,5
16,17,-35.361857421439716,149.1681889130164,64,5
17,18,-35.361820631696155,149.16840434019002,68,5
18,19,-35.361783847061815,149.1686197685663,72,5
19,20,-35.361747067733866,149.16883519819507,76,5
20,21,-35.36171029392414,149.16905062913017,80,5
21,22,-35.36167352586094,149.1692660614294,84,5
22,23,-35.36163676379095,149.16948149515528,88,5
23,24,-35.36160000798157,149.16969693037555,92,5
24,25,-35.361563258723656,149.16991236716387,96,5
25,26,-35.36152651633472,149.17012780560069,100,5
26,27,-35.361489781162845,149.17034324577406,104,5
27,28,-35.36145305359126,149.17055868778107,108,5
28,29,-35.361416334043916,149.170774131729,112,5
29,30,-35.361379622992466,149.1709895777371,116,5
30,31,-35.361342920964745,149.17120502593895,120,5
31,32,-35.36130622855533,149.17142047648485,124,5
32,33,-35.36126954643933,149.1716359295455,128,5
33,34,-35.361232875389675,149.17185138531616,132,5
34,35,-35.36119621630025,149.1720668440227,136,5
35,36,-35.36115957021661,149.1722823059291,140,5
36,37,-35.36112293837823,149.17249777134822,144,5
37,38,-35.361086322278105,149.17271324065672,148,5
38,39,-35.36104972374922,149.1729287143169,152,5
39,40,-35.36101314509612,149.17314419290958,156,5
40,41,-35.360976589303505,149.17335967718654,160,5
41,42,-35.360940060390135,149.17357516815943,164,5
42,43,-35.36090356405945,149.1737906672627,168,5
43,44,-35.360867109041166,149.1740061766897,172,5
44,45,-35.360830710374486,149.17422170021422,176,5
