,Pt_No,latitude,longitude,time,speed
0,1,-35.362051603914495,149.16650827755262,0,5
1,2,-35.36201475134611,149.1667236894847,4,5
2,3,-35.36197790192883,149.16693910212243,8,5
3,4,-35.36194105574316,149.1671545154862,12,5
4,5,-35.361904212873334,149.1673699295975,16,5
5,6,-35.36186737340766,149.1675853444787,20,5
6,7,-35.361830537438756,149.16780076015337,24,5
7,8,-35.36179370506386,149.1680161766462,28,5
8,9,-35.36175687638525,149.1682315939832,32,5
9,10,-35.36172005151064,149.16844701219165,36,5
10,11,-35.36168323055351,149.16866243130042,40,5
11,12,-35.36164641363373,149.16887785133991,44,5
12,13,-35.36160960087805,149.1690932723423,48,5
13,14,-35.36157279242069,149.1693086943417,52,5
14,15,-35.361535988404064,149.16952411737424,56,5
15,16,-35.361499188979565,149.1697395414783,60,5
16,17,-35.36146239430835,149.16995496669477,64,5
17,18,-35.36142560456241,149.17017039306728,68,5
18,19,-35.361388819925715,149.17038582064248,72,5
19,20,-35.36135204059539,149.1706012494704,76,5
20,21,-35.3613152667833,149.1708166796047,80,5
21,22,-35.36127849871774,149.17103211110327,84,5
22,23,-35.36124173664538,149.1712475440286,88,5
23,24,-35.361204980833634,149.1714629784485,92,5
24,25,-35.36116823157335,149.17167841443657,96,5
25,26,-35.36113148918206,149.17189385207328,100,5
26,27,-35.36109475400782,149.17210929144673,104,5
27,28,-35.36105802643386,149.172324732654,108,5
28,29,-35.361021306884155,149.1725401758023,112,5
29,30,-35.36098459583035,149.17275562101102,116,5
30,31,-35.36094789380025,149.17297106841366,120,5
31,32,-35.36091120138848,149.17318651816058,124,5
32,33,-35.360874519270105,149.17340197042245,128,5
33,34,-35.36083784821811,149.17361742539458,132,5
34,35,-35.36080118912631,149.17383288330285,136,5
35,36,-35.36076454304031,149.17404834441126,140,5
36,37,-35.360727911199575,149.17426380903274,144,5
37,38,-35.360691295097084,149.1744792775439,148,5
38,39,-35.36065469656587,149.17469475040713,152,5
39,40,-35.3606181179104,149.1749102282033,156,5
40,41,-35.36058156211542,149.17512571168427,160,5
41,42,-35.36054503319971,149.17534120186173,164,5
42,43,-35.360508536866675,149.17555670017026,168,5
43,44,-35.36047208184603,149.17577220880347,172,5
44,45,-35.360435683177,149.17598773153543,176,5
