,Pt_No,latitude,longitude,time,speed
0,1,-35.36244590247508,149.1638403999367,0,5
1,2,-35.36240904990906,149.16405581308112,4,5
2,3,-35.36237220049414,149.16427122693108,8,5
3,4,-35.36233535431082,149.16448664150698,12,5
4,5,-35.36229851144336,149.16470205683027,16,5
5,6,-35.36226167198005,149.16491747292338,20,5
6,7,-35.3622248360135,149.16513288980983,24,5
7,8,-35.362188003640966,149.1653483075143,28,5
8,9,-35.36215117496472,149.16556372606283,32,5
9,10,-35.36211435009246,149.16577914548267,36,5
10,11,-35.362077529137686,149.16599456580272,40,5
11,12,-35.36204071222028,149.16620998705335,44,5
12,13,-35.36200389946695,149.16642540926676,48,5
13,14,-35.361967091011955,149.16664083247701,52,5
14,15,-35.36193028699769,149.16685625672025,56,5
15,16,-35.36189348757554,149.16707168203484,60,5
16,17,-35.361856692906684,149.16728710846172,64,5
17,18,-35.361819903163116,149.16750253604448,68,5
18,19,-35.36178311852876,149.16771796482973,72,5
19,20,-35.361746339200806,149.16793339486753,76,5
20,21,-35.361709565391074,149.16814882621154,80,5
21,22,-35.36167279732786,149.1683642589196,84,5
22,23,-35.36163603525786,149.16857969305428,88,5
23,24,-35.36159927944848,149.16879512868326,92,5
24,25,-35.36156253019053,149.16901056588023,96,5
25,26,-35.36152578780161,149.1692260047256,100,5
26,27,-35.36148905262972,149.16944144530748,104,5
27,28,-35.36145232505811,149.16965688772288,108,5
28,29,-35.361415605510764,149.16987233207908,112,5
29,30,-35.3613788944593,149.17008777849543,116,5
30,31,-35.36134219243156,149.17030322710536,120,5
31,32,-35.36130550002215,149.1705186780593,124,5
32,33,-35.36126881790612,149.1707341315278,128,5
33,34,-35.361232146856466,149.17094958770627,132,5
34,35,-35.36119548776701,149.17116504682042,136,5
35,36,-35.36115884168336,149.17138050913428,140,5
36,37,-35.36112220984498,149.17159597496075,144,5
37,38,-35.36108559374484,149.1718114446764,148,5
38,39,-35.36104899521596,149.17202691874354,152,5
39,40,-35.361012416562836,149.17224239774293,156,5
40,41,-35.360975860770196,149.1724578824264,160,5
41,42,-35.36093933185683,149.17267337380545,164,5
42,43,-35.360902835526126,149.17288887331452,168,5
43,44,-35.36086638050783,149.1731043831469,172,5
44,45,-35.36082998184113,149.17331990707615,176,5
