,Pt_No,latitude,longitude,time,speed
0,1,-35.36235162,149.16357866,0,5
1,1,-35.36227662484164,149.16363969386836,0,5
2,1,-35.36220162965154,149.16370072762385,0,5
3,1,-35.362276624718355,149.1637617616051,0,5
4,1,-35.36235161975341,149.1638227956992,0,5
