,Pt_No,latitude,longitude,time,speed
0,1,-35.36160164134295,149.1661420611358,0,5
1,2,-35.361564788771815,149.16635747323429,4,5
2,3,-35.36152793935177,149.16657288603844,8,5
3,4,-35.36149109316333,149.16678829956862,12,5
4,5,-35.36145425029075,149.1670037138463,16,5
5,6,-35.36141741082232,149.16721912889386,20,5
6,7,-35.36138057485065,149.1674345447349,24,5
7,8,-35.361343742473,149.1676499613941,28,5
8,9,-35.36130691379164,149.1678653788974,32,5
9,10,-35.361270088914246,149.16808079727215,36,5
10,11,-35.36123326795436,149.1682962165472,40,5
11,12,-35.36119645103182,149.16851163675298,44,5
12,13,-35.361159638273385,149.16872705792164,48,5
13,14,-35.36112282981327,149.16894248008728,52,5
14,15,-35.361086025793895,149.169157903286,56,5
15,16,-35.36104922636664,149.16937332755623,60,5
16,17,-35.36101243169266,149.16958875293886,64,5
17,18,-35.36097564194399,149.16980417947752,68,5
18,19,-35.36093885730452,149.17001960721888,72,5
19,20,-35.36090207797145,149.1702350362129,76,5
20,21,-35.3608653041566,149.17045046651324,80,5
21,22,-35.36082853608828,149.17066589817787,84,5
22,23,-35.36079177401316,149.17088133126924,88,5
23,24,-35.36075501819867,149.1710967658551,92,5
24,25,-35.36071826893563,149.17131220200915,96,5
25,26,-35.36068152654158,149.1715276398118,100,5
26,27,-35.36064479136459,149.17174307935116,104,5
27,28,-35.360608063787886,149.17195852072427,108,5
28,29,-35.36057134423543,149.1721739640384,112,5
29,30,-35.360534633178865,149.17238940941292,116,5
30,31,-35.36049793114603,149.17260485698128,120,5
31,32,-35.36046123873152,149.1728203068939,124,5
32,33,-35.3604245566104,149.17303575932144,128,5
33,34,-35.36038788555564,149.17325121445919,132,5
34,35,-35.3603512264611,149.17346667253298,136,5
35,36,-35.360314580372346,149.1736821338069,140,5
36,37,-35.36027794852887,149.17389759859378,144,5
37,38,-35.36024133242364,149.17411306727033,148,5
38,39,-35.36020473388967,149.17432854029883,152,5
39,40,-35.36016815523146,149.17454401826018,156,5
40,41,-35.36013159943375,149.17475950190624,160,5
41,42,-35.3600950705153,149.17497499224868,164,5
42,43,-35.36005857417952,149.17519049072203,168,5
43,44,-35.36002211915616,149.17540599951985,172,5
44,45,-35.35998572048442,149.17562152241615,176,5
