,Pt_No,latitude,longitude,time,speed
0,1,-35.36238600498884,149.1641546587543,0,5
1,2,-35.36234915242246,149.16437007175594,4,5
2,3,-35.36231230300718,149.16458548546308,8,5
3,4,-35.362275456823504,149.1648008998962,12,5
4,5,-35.362238613955675,149.1650163150767,16,5
5,6,-35.36220177449199,149.16523173102706,20,5
6,7,-35.362164938525076,149.16544714777078,24,5
7,8,-35.362128106152184,149.16566256533255,28,5
8,9,-35.36209127747557,149.16587798373834,32,5
9,10,-35.36205445260294,149.1660934030155,36,5
10,11,-35.36201763164781,149.16630882319288,40,5
11,12,-35.361980814730025,149.16652424430083,44,5
12,13,-35.36194400197634,149.1667396663716,48,5
13,14,-35.36190719352098,149.16695508943923,52,5
14,15,-35.36187038950635,149.16717051353984,56,5
15,16,-35.36183359008384,149.16738593871185,60,5
16,17,-35.36179679541461,149.16760136499613,64,5
17,18,-35.36176000567068,149.1678167924363,68,5
18,19,-35.36172322103597,149.16803222107905,72,5
19,20,-35.36168644170764,149.1682476509743,76,5
20,21,-35.36164966789755,149.16846308217583,80,5
21,22,-35.36161289983398,149.16867851474143,84,5
22,23,-35.3615761377636,149.16889394873363,88,5
23,24,-35.361539381953854,149.1691093842202,92,5
24,25,-35.36150263269557,149.16932482127476,96,5
25,26,-35.36146589030626,149.16954025997777,100,5
26,27,-35.36142915513402,149.16975570041728,104,5
27,28,-35.361392427562045,149.16997114269037,108,5
28,29,-35.36135570801433,149.17018658690432,112,5
29,30,-35.36131899696251,149.1704020331784,116,5
30,31,-35.3612822949344,149.17061748164613,120,5
31,32,-35.361245602524626,149.17083293245787,124,5
32,33,-35.36120892040824,149.17104838578425,128,5
33,34,-35.36117224935821,149.1712638418206,132,5
34,35,-35.36113559026841,149.1714793007927,136,5
35,36,-35.3610989441844,149.1716947629646,140,5
36,37,-35.361062312345645,149.1719102286491,144,5
37,38,-35.36102569624514,149.17212569822286,148,5
38,39,-35.3609890977159,149.17234117214818,152,5
39,40,-35.360952519062415,149.17255665100586,156,5
40,41,-35.36091596326943,149.17277213554766,160,5
41,42,-35.36087943435569,149.1729876267852,164,5
42,43,-35.360842938024625,149.17320312615283,168,5
43,44,-35.360806483005966,149.17341863584394,172,5
44,45,-35.36077008433891,149.17363415963217,176,5
