,Pt_No,latitude,longitude,time,speed
0,1,-35.36197661023198,149.16644724120093,0,5
1,2,-35.36193975766312,149.16666265316076,4,5
2,3,-35.36190290824539,149.1668780658262,8,5
3,4,-35.36186606205925,149.16709347921773,12,5
4,5,-35.36182921918897,149.16730889335673,16,5
5,6,-35.36179237972284,149.16752430826568,20,5
6,7,-35.36175554375347,149.16773972396808,24,5
7,8,-35.36171871137812,149.16795514048866,28,5
8,9,-35.361681882699045,149.16817055785336,32,5
9,10,-35.36164505782397,149.16838597608952,36,5
10,11,-35.36160823686638,149.168601395226,40,5
11,12,-35.361571419946145,149.1688168152932,44,5
12,13,-35.361534607189995,149.16903223632332,48,5
13,14,-35.361497798732174,149.16924765835043,52,5
14,15,-35.3614609947151,149.16946308141067,56,5
15,16,-35.36142419529014,149.1696785055424,60,5
16,17,-35.36138740061847,149.16989393078657,64,5
17,18,-35.36135061087208,149.1701093571868,68,5
18,19,-35.36131382623491,149.17032478478967,72,5
19,20,-35.36127704690413,149.17054021364527,76,5
20,21,-35.36124027309159,149.17075564380724,80,5
21,22,-35.36120350502556,149.17097107533348,84,5
22,23,-35.36116674295275,149.1711865082865,88,5
23,24,-35.36112998714054,149.17140194273406,92,5
24,25,-35.361093237879786,149.1716173787498,96,5
25,26,-35.361056495488036,149.17183281641417,100,5
26,27,-35.361019760313354,149.17204825581527,104,5
27,28,-35.36098303273893,149.17226369705017,108,5
28,29,-35.36094631318877,149.17247914022613,112,5
29,30,-35.3609096021345,149.17269458546247,116,5
30,31,-35.36087290010395,149.17291003289273,120,5
31,32,-35.36083620769172,149.17312548266725,124,5
32,33,-35.36079952557288,149.17334093495674,128,5
33,34,-35.36076285452042,149.17355638995647,132,5
34,35,-35.36072619542817,149.17377184789234,136,5
35,36,-35.360689549341714,149.17398730902835,140,5
36,37,-35.36065291750052,149.17420277367737,144,5
37,38,-35.36061630139758,149.1744182422161,148,5
38,39,-35.36057970286589,149.1746337151069,152,5
39,40,-35.360543124209975,149.17484919293057,156,5
40,41,-35.36050656841454,149.17506467643906,160,5
41,42,-35.36047003949837,149.17528016664403,164,5
42,43,-35.36043354316487,149.17549566498005,168,5
43,44,-35.36039708814378,149.17571117364068,172,5
44,45,-35.360360689474305,149.1759266964,176,5
