,Pt_No,latitude,longitude,time,speed
0,1,-35.3624714770944,149.16445723008482,0,5
1,2,-35.36243462452854,149.16467264294894,4,5
2,3,-35.362397775113784,149.1648880565186,8,5
3,4,-35.36236092893063,149.16510347081424,12,5
4,5,-35.36232408606333,149.16531888585732,16,5
5,6,-35.36228724660018,149.16553430167022,20,5
6,7,-35.362250410633784,149.1657497182765,24,5
7,8,-35.36221357826142,149.16596513570084,28,5
8,9,-35.36217674958533,149.16618055396924,32,5
9,10,-35.362139924713226,149.166395973109,36,5
10,11,-35.36210310375861,149.16661139314897,40,5
11,12,-35.36206628684136,149.1668268141196,44,5
12,13,-35.362029474088196,149.167042236053,48,5
13,14,-35.36199266563335,149.1672576589833,52,5
14,15,-35.36195586161925,149.1674730829466,56,5
15,16,-35.36191906219726,149.1676885079813,60,5
16,17,-35.36188226752857,149.16790393412833,64,5
17,18,-35.36184547778516,149.16811936143125,68,5
18,19,-35.36180869315097,149.16833478993675,72,5
19,20,-35.361771913823176,149.1685502196948,76,5
20,21,-35.36173514001359,149.1687656507591,80,5
21,22,-35.361698371950546,149.16898108318753,84,5
22,23,-35.361661609880706,149.1691965170426,88,5
23,24,-35.36162485407147,149.169411952392,92,5
24,25,-35.3615881048137,149.16962738930948,96,5
25,26,-35.36155136242492,149.16984282787539,100,5
26,27,-35.36151462725319,149.17005826817785,104,5
27,28,-35.36147789968175,149.17027371031392,108,5
28,29,-35.36144118013456,149.17048915439088,112,5
29,30,-35.361404469083276,149.17070460052798,116,5
30,31,-35.361367767055675,149.1709200488588,120,5
31,32,-35.36133107464643,149.17113549953365,124,5
32,33,-35.36129439253057,149.17135095272317,128,5
33,34,-35.36125772148106,149.1715664086227,132,5
34,35,-35.36122106239178,149.17178186745804,136,5
35,36,-35.361184416308284,149.17199732949322,140,5
36,37,-35.36114778447006,149.17221279504108,144,5
37,38,-35.36111116837007,149.1724282644782,148,5
38,39,-35.36107456984136,149.172643738267,152,5
39,40,-35.36103799118838,149.1728592169882,156,5
40,41,-35.36100143539592,149.17307470139363,160,5
41,42,-35.36096490648271,149.17329019249487,164,5
42,43,-35.360928410152155,149.17350569172638,168,5
43,44,-35.36089195513402,149.17372120128147,172,5
44,45,-35.36085555646748,149.1739367249339,176,5
